Domain Name,Record Name,Record Type,Record Value
web.coderworking.com,_02e72b75a743e64c197e3b22891513ed.web.coderworking.com.,CNAME,_19c7555740d8efc77d20b915706313e9.lkwmzfhcjn.acm-validations.aws.
